destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
Essential Places,Transit (All modes),30,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,3.535,2.958,1.195,2.995
Essential Places,Drive,30,Inner Core: Metro Core Communities,Total population,764.651,NA,NA,NA,NA
Essential Places,Drive,30,Inner Core: Metro Core Communities,Minority status,NA,754.879,775.318,0.974,1.41
Essential Places,Drive,30,Inner Core: Metro Core Communities,Income status,NA,774.073,760.48,1.018,1.331
Essential Places,Transit (All modes),30,Inner Core: Metro Core Communities,Total population,124.059,NA,NA,NA,NA
Essential Places,Transit (All modes),30,Inner Core: Metro Core Communities,Minority status,NA,118.707,129.876,0.914,1.787
Essential Places,Transit (All modes),30,Inner Core: Metro Core Communities,Income status,NA,132.041,120.489,1.096,1.817
Essential Places,Transit (All modes),30,Inner Core: Metro Core Communities,Household vehicles,NA,166.857,112.917,1.478,2.995
Essential Places,Drive,30,Inner Core: Streetcar Suburbs,Total population,531.645,NA,NA,NA,NA
Essential Places,Drive,30,Inner Core: Streetcar Suburbs,Minority status,NA,543.935,526.752,1.033,1.41
Essential Places,Drive,30,Inner Core: Streetcar Suburbs,Income status,NA,548.726,528.609,1.038,1.331
Essential Places,Transit (All modes),30,Inner Core: Streetcar Suburbs,Total population,21.974,NA,NA,NA,NA
Essential Places,Transit (All modes),30,Inner Core: Streetcar Suburbs,Minority status,NA,25.118,20.72,1.212,1.787
Essential Places,Transit (All modes),30,Inner Core: Streetcar Suburbs,Income status,NA,29.549,20.625,1.433,1.817
Essential Places,Transit (All modes),30,Inner Core: Streetcar Suburbs,Household vehicles,NA,52.631,19.681,2.674,2.995
Essential Places,Drive,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,174.688,NA,NA,NA,NA
Essential Places,Drive,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,193.416,169.837,1.139,1.41
Essential Places,Drive,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,183.24,173.848,1.054,1.331
Essential Places,Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,3.917,NA,NA,NA,NA
Essential Places,Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,4.377,3.798,1.152,1.787
Essential Places,Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,4.042,3.905,1.035,1.817
Essential Places,Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,5.159,3.783,1.364,2.995
Essential Places,Drive,30,Maturing Suburbs: Mature Suburban Towns,Total population,226.996,NA,NA,NA,NA
Essential Places,Drive,30,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,216.688,229.793,0.943,1.41
Essential Places,Drive,30,Maturing Suburbs: Mature Suburban Towns,Income status,NA,225.392,227.231,0.992,1.331
Essential Places,Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Total population,8.913,NA,NA,NA,NA
Essential Places,Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,9.206,8.834,1.042,1.787
Essential Places,Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Income status,NA,9.605,8.812,1.09,1.817
Essential Places,Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,10.179,8.933,1.14,2.995
Essential Places,Drive,30,Regional Urban Centers: Sub-Regional Urban Centers,Total population,258.672,NA,NA,NA,NA
Essential Places,Drive,30,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,286.388,244.399,1.172,1.41
Essential Places,Drive,30,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,273.363,254.251,1.075,1.331
Essential Places,Transit (All modes),30,Regional Urban Centers: Sub-Regional Urban Centers,Total population,20.405,NA,NA,NA,NA
Essential Places,Transit (All modes),30,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,28.427,16.275,1.747,1.787
Essential Places,Transit (All modes),30,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,27.638,18.229,1.516,1.817
Essential Places,Transit (All modes),30,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,27.542,18.961,1.453,2.995
"Healthcare, emergency",Drive,45,MPO,Total population,17.824,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,MPO,Minority status,NA,20.568,16.441,NA,1.251
"Healthcare, emergency",Drive,45,MPO,Income status,NA,20.141,17.242,NA,1.168
"Healthcare, emergency",Transit (All modes),45,MPO,Total population,2.444,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,MPO,Minority status,NA,3.357,1.984,NA,1.693
"Healthcare, emergency",Transit (All modes),45,MPO,Income status,NA,3.612,2.151,NA,1.68
"Healthcare, emergency",Transit (All modes),45,MPO,Household vehicles,NA,5.596,2.03,NA,2.757
"Healthcare, emergency",Drive,45,Developing Suburbs: Country Suburbs,Total population,4.093,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Developing Suburbs: Country Suburbs,Minority status,NA,4.408,4.042,1.091,1.251
"Healthcare, emergency",Drive,45,Developing Suburbs: Country Suburbs,Income status,NA,3.673,4.127,0.89,1.168
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Total population,0,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Minority status,NA,0.001,0,1.663,1.693
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Income status,NA,0,0,0.34,1.68
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Household vehicles,NA,0,0,0.249,2.757
"Healthcare, emergency",Drive,45,Developing Suburbs: Maturing New England Towns,Total population,4.868,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Developing Suburbs: Maturing New England Towns,Minority status,NA,4.912,4.862,1.01,1.251
"Healthcare, emergency",Drive,45,Developing Suburbs: Maturing New England Towns,Income status,NA,4.529,4.909,0.923,1.168
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total population,0.046,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,0.053,0.045,1.185,1.693
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Income status,NA,0.044,0.046,0.944,1.68
"Healthcare, emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,0.039,0.046,0.845,2.757
"Healthcare, emergency",Drive,45,Inner Core: Metro Core Communities,Total population,26.06,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Inner Core: Metro Core Communities,Minority status,NA,25.628,26.528,0.966,1.251
"Healthcare, emergency",Drive,45,Inner Core: Metro Core Communities,Income status,NA,26.083,26.05,1.001,1.168
"Healthcare, emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Total population,6.17,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Minority status,NA,5.871,6.495,0.904,1.693
"Healthcare, emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Income status,NA,6.415,6.061,1.058,1.68
"Healthcare, emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Household vehicles,NA,7.788,5.734,1.358,2.757
"Healthcare, emergency",Drive,45,Inner Core: Streetcar Suburbs,Total population,26.355,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Inner Core: Streetcar Suburbs,Minority status,NA,26.62,26.249,1.014,1.251
"Healthcare, emergency",Drive,45,Inner Core: Streetcar Suburbs,Income status,NA,26.545,26.321,1.008,1.168
"Healthcare, emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,2.288,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,2.443,2.227,1.097,1.693
"Healthcare, emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,2.607,2.232,1.168,1.68
"Healthcare, emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,4.321,2.109,2.05,2.757
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,11.939,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,14.084,11.383,1.237,1.251
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,11.875,11.945,0.994,1.168
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.142,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.182,0.131,1.385,1.693
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.192,0.137,1.407,1.68
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.198,0.135,1.465,2.757
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Total population,13.452,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,13.192,13.523,0.975,1.251
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,12.784,13.55,0.943,1.168
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total population,0.309,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.41,0.282,1.452,1.693
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.299,0.311,0.963,1.68
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.312,0.299,1.044,2.757
"Healthcare, emergency",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,11.564,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,12.478,11.093,1.125,1.251
"Healthcare, emergency",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,11.742,11.51,1.02,1.168
"Healthcare, emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,0.431,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,0.415,0.439,0.945,1.693
"Healthcare, emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,0.457,0.423,1.08,1.68
"Healthcare, emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,0.43,0.436,0.985,2.757
"Healthcare, non-emergency",Drive,45,MPO,Total population,146.666,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,MPO,Minority status,NA,170.405,134.708,NA,1.265
"Healthcare, non-emergency",Drive,45,MPO,Income status,NA,167.116,141.535,NA,1.181
"Healthcare, non-emergency",Transit (All modes),45,MPO,Total population,21.903,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,MPO,Minority status,NA,30.775,17.436,NA,1.765
"Healthcare, non-emergency",Transit (All modes),45,MPO,Income status,NA,32.539,19.237,NA,1.692
"Healthcare, non-emergency",Transit (All modes),45,MPO,Household vehicles,NA,48.541,18.542,NA,2.618
"Healthcare, non-emergency",Drive,45,Developing Suburbs: Country Suburbs,Total population,34.392,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Developing Suburbs: Country Suburbs,Minority status,NA,35.159,34.267,1.026,1.265
"Healthcare, non-emergency",Drive,45,Developing Suburbs: Country Suburbs,Income status,NA,31.431,34.628,0.908,1.181
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Total population,0.038,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Minority status,NA,0.019,0.041,0.448,1.765
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Income status,NA,0.075,0.035,2.126,1.692
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Country Suburbs,Household vehicles,NA,0.072,0.04,1.818,2.618
"Healthcare, non-emergency",Drive,45,Developing Suburbs: Maturing New England Towns,Total population,35.198,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Developing Suburbs: Maturing New England Towns,Minority status,NA,35.522,35.152,1.011,1.265
"Healthcare, non-emergency",Drive,45,Developing Suburbs: Maturing New England Towns,Income status,NA,33.13,35.447,0.935,1.181
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total population,0.273,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,0.29,0.27,1.075,1.765
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Income status,NA,0.3,0.269,1.115,1.692
"Healthcare, non-emergency",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,0.29,0.275,1.054,2.618
"Healthcare, non-emergency",Drive,45,Inner Core: Metro Core Communities,Total population,216.795,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Inner Core: Metro Core Communities,Minority status,NA,213.603,220.258,0.97,1.265
"Healthcare, non-emergency",Drive,45,Inner Core: Metro Core Communities,Income status,NA,217.112,216.659,1.002,1.181
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Total population,54.448,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Minority status,NA,52.09,57.011,0.914,1.765
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Income status,NA,55.712,53.888,1.034,1.692
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Metro Core Communities,Household vehicles,NA,66.977,51.531,1.3,2.618
"Healthcare, non-emergency",Drive,45,Inner Core: Streetcar Suburbs,Total population,209.257,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Inner Core: Streetcar Suburbs,Minority status,NA,211.389,208.408,1.014,1.265
"Healthcare, non-emergency",Drive,45,Inner Core: Streetcar Suburbs,Income status,NA,211.198,208.912,1.011,1.181
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,17.21,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,18.563,16.671,1.114,1.765
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,20.425,16.637,1.228,1.692
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,30.532,16.522,1.848,2.618
"Healthcare, non-emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,95.685,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,110.999,91.718,1.21,1.265
"Healthcare, non-emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,95.743,95.679,1.001,1.181
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,1.19,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,1.506,1.108,1.359,1.765
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,1.428,1.167,1.225,1.692
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,1.696,1.151,1.473,2.618
"Healthcare, non-emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Total population,115.712,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,114.732,115.978,0.989,1.265
"Healthcare, non-emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,111.807,116.285,0.961,1.181
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total population,2.792,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,2.645,2.832,0.934,1.765
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,3.145,2.74,1.148,1.692
"Healthcare, non-emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,3.125,2.784,1.123,2.618
"Healthcare, non-emergency",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,96.09,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,106.001,90.985,1.165,1.265
"Healthcare, non-emergency",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,99.078,95.19,1.041,1.181
"Healthcare, non-emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,7.991,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,11.746,6.058,1.939,1.765
"Healthcare, non-emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,10.63,7.197,1.477,1.692
"Healthcare, non-emergency",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,10.907,7.359,1.482,2.618
Higher Education,Drive,45,MPO,Total population,167830.898,NA,NA,NA,NA
Higher Education,Drive,45,MPO,Minority status,NA,183587.609,159893.732,NA,1.148
Higher Education,Drive,45,MPO,Income status,NA,177772.316,165336.024,NA,1.075
Higher Education,Transit (All modes),45,MPO,Total population,24707.089,NA,NA,NA,NA
Higher Education,Transit (All modes),45,MPO,Minority status,NA,33601.836,20228.645,NA,1.661
Higher Education,Transit (All modes),45,MPO,Income status,NA,36868.058,21658.332,NA,1.702
Higher Education,Transit (All modes),45,MPO,Household vehicles,NA,61407.744,20270.291,NA,3.029
Higher Education,Drive,45,Developing Suburbs: Country Suburbs,Total population,74785.397,NA,NA,NA,NA
Higher Education,Drive,45,Developing Suburbs: Country Suburbs,Minority status,NA,77684.126,74310.885,1.045,1.148
Higher Education,Drive,45,Developing Suburbs: Country Suburbs,Income status,NA,65303.892,75541.027,0.864,1.075
Higher Education,Transit (All modes),45,Developing Suburbs: Country Suburbs,Total population,9.392,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Developing Suburbs: Country Suburbs,Minority status,NA,9.991,9.294,1.075,1.661
